correo,tipo_segmento,identificador_o_dominio,empresa_o_razon_social,provincia,ciudad
kbermeo@nic.ec,Corporativo Empresarial,nic.ec,,,
kbriones@modercel.com,Corporativo Empresarial,modercel.com,,,
kburgos@human.ec,Corporativo Empresarial,human.ec,THE HUMAN CO. ADTHC S.A.S.,PICHINCHA,QUITO
kbustamante@goodway.ec,Corporativo Empresarial,goodway.ec,GOODWAY S.A.,GUAYAS,GUAYAQUIL
kcabrera@segur-red.com,Corporativo Empresarial,segur-red.com,,,
kcarpio@laboratoriosportugal.com.ec,Corporativo Empresarial,laboratoriosportugal.com.ec,,,
kcarrion@grupolaar.com,Corporativo Empresarial,grupolaar.com,,,
kcarvaca@motorplan-ecu.com,Corporativo Empresarial,motorplan-ecu.com,,,
kcastillo@multiply.com.ec,Corporativo Empresarial,multiply.com.ec,,,
kcastro@maqsum.com.ec,Corporativo Empresarial,maqsum.com.ec,MAQUINAS Y SUMINISTROS MAQSUM C LTDA,GUAYAS,GUAYAQUIL
kcastro@promesa.com.ec,Corporativo Empresarial,promesa.com.ec,CAPITAL PROMESA CAPIPROMSA S.A.,PICHINCHA,QUITO
kcavallin@ecomtrading.com,Corporativo Empresarial,ecomtrading.com,,,
kcedeno@degfer.com.ec,Corporativo Empresarial,degfer.com.ec,GRUPO DEGFER CIA. LTDA.,MANABI,JARAMIJÓ
kcedeno@lex.ec,Corporativo Empresarial,lex.ec,,,
kcevallos@paradais.com.ec,Corporativo Empresarial,paradais.com.ec,PARADAIS MEDIA S.A.,GUAYAS,GUAYAQUIL
kchamorro@cota-ec.com,Corporativo Empresarial,cota-ec.com,,,
kchavez@kaseg.net,Corporativo Empresarial,kaseg.net,,,
kchiza@inovacorporation.com,Corporativo Empresarial,inovacorporation.com,,,
kcifuentes@magic-flowers.com,Corporativo Empresarial,magic-flowers.com,,,
kcollaguazo@comreivic.com,Corporativo Empresarial,comreivic.com,HOLDING-COMREIVIC S.A.S.,PICHINCHA,QUITO
kcollantes@nirsa.com,Corporativo Empresarial,nirsa.com,NIRSA S.A.,GUAYAS,GUAYAQUIL
kconstante@cmconsultores.com,Corporativo Empresarial,cmconsultores.com,,,
kcops@attglobal.net,Corporativo Empresarial,attglobal.net,,,
kcornejo@audesur.com,Corporativo Empresarial,audesur.com,AUDESUR S.A.,PICHINCHA,QUITO
kcorrea@fisa.com.ec,Corporativo Empresarial,fisa.com.ec,FISA FUNDICIONES INDUSTRIALES SA,GUAYAS,GUAYAQUIL
kcortezd@alicorp.com.ec,Corporativo Empresarial,alicorp.com.ec,ALICORP S.A.S.,TUNGURAHUA,AMBATO
kcortezd@vitapro.com.ec,Corporativo Empresarial,vitapro.com.ec,VITAPRO ECUADOR CIA. LTDA.,GUAYAS,GUAYAQUIL
kcrespo@newtire.com.ec,Corporativo Empresarial,newtire.com.ec,NEWTIRE S.A.,AZUAY,CUENCA
kdavila@fesaecuador.com.ec,Corporativo Empresarial,fesaecuador.com.ec,FESAECUADOR S.A.,PICHINCHA,QUITO
kdelgado@cuencanet.ec,Corporativo Empresarial,cuencanet.ec,CUENCANET CIA. LTDA.,AZUAY,CUENCA
kdemera@datafast.com.ec,Corporativo Empresarial,datafast.com.ec,DATAFAST S.A.,GUAYAS,GUAYAQUIL
kdiaz@laespanola.com.ec,Corporativo Empresarial,laespanola.com.ec,,,
kdorado@lasenoradelasllantas.com,Corporativo Empresarial,lasenoradelasllantas.com,,,
kedesa2@gye.satnet.net,Corporativo Empresarial,gye.satnet.net,,,
kedesa@gye.satnet.net,Corporativo Empresarial,gye.satnet.net,,,
keila.zamora@totybananas.com,Corporativo Empresarial,totybananas.com,,,
kelbir@abacom.ec,Corporativo Empresarial,abacom.ec,,,
kelly.yanes@selina.com,Corporativo Empresarial,selina.com,,,
kelvin.zambrano@distridonpepe.com,Corporativo Empresarial,distridonpepe.com,,,
keneddy@easynet.net.ec,Corporativo Empresarial,easynet.net.ec,EASYNET S.A.,GUAYAS,GUAYAQUIL
kennedy@chfarina.com,Corporativo Empresarial,chfarina.com,,,
kennedy@groupkennedy.com,Corporativo Empresarial,groupkennedy.com,GROUPKENNEDY CIA. LTDA.,PICHINCHA,QUITO
kenny@klstours.com,Corporativo Empresarial,klstours.com,TRAVEL TOURS KLS VIAJES KLSTOURS CIA.LTDA.,PICHINCHA,QUITO
kenya.salcedo@systray.net,Corporativo Empresarial,systray.net,SYSTRAY S.A.,MANABI,MANTA
keops@uio.satnet.net,Corporativo Empresarial,uio.satnet.net,,,
kerazo@edina.com.ec,Corporativo Empresarial,edina.com.ec,EDINA S.A.,GUAYAS,GUAYAQUIL
kerlly.saverio@amtex-corp.com,Corporativo Empresarial,amtex-corp.com,,,
kerllygavilanes@linde.com,Corporativo Empresarial,linde.com,LINDE ALHELÍ TRATAMIENTO DE COSMETOLOGIA Y COSMEATRIA S.A.S.,PICHINCHA,QUITO
kerly.paz@grupodifare.com,Corporativo Empresarial,grupodifare.com,,,
keromo@oroverdehotels.com,Corporativo Empresarial,oroverdehotels.com,,,
kespana@dataresearch.ws,Corporativo Empresarial,dataresearch.ws,,,
ketty.velasquez@intertek.com,Corporativo Empresarial,intertek.com,INTERTEK INTERNATIONAL LIMITED,PICHINCHA,QUITO
kettyavila@avilatrade.com,Corporativo Empresarial,avilatrade.com,,,
kevin.escalante@itiner.com.ec,Corporativo Empresarial,itiner.com.ec,ITINER CIA.LTDA.,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO DE LOS COLORADOS
kevinkuffo@pinoaristata.com.ec,Corporativo Empresarial,pinoaristata.com.ec,,,
keyctctq@uio.satnet.net,Corporativo Empresarial,uio.satnet.net,,,
kfajardo@soyoda.com,Corporativo Empresarial,soyoda.com,SOYODA S.A.,GUAYAS,GUAYAQUIL
kfc121k@kfc.com.ec,Corporativo Empresarial,kfc.com.ec,,,
kfc76@kfc.com.ec,Corporativo Empresarial,kfc.com.ec,,,
kfcecuador@kfc.com.ec,Corporativo Empresarial,kfc.com.ec,,,
kfck108@kfc.com.ec,Corporativo Empresarial,kfc.com.ec,,,
kfck10@kfc.com.ec,Corporativo Empresarial,kfc.com.ec,,,
kfck111@kfc.com.ec,Corporativo Empresarial,kfc.com.ec,,,
kfck117@kfc.com.ec,Corporativo Empresarial,kfc.com.ec,,,
kfck11@kfc.com.ec,Corporativo Empresarial,kfc.com.ec,,,
kfck120@kfc.com.ec,Corporativo Empresarial,kfc.com.ec,,,
kfck123@kfc.com.ec,Corporativo Empresarial,kfc.com.ec,,,
kfck129@kfc.com.ec,Corporativo Empresarial,kfc.com.ec,,,
kfck130@kfc.com.ec,Corporativo Empresarial,kfc.com.ec,,,
kfck131@kfc.com.ec,Corporativo Empresarial,kfc.com.ec,,,
kfck132@kfc.com.ec,Corporativo Empresarial,kfc.com.ec,,,
kfck138@kfc.com.ec,Corporativo Empresarial,kfc.com.ec,,,
kfck151@kfc.com.ec,Corporativo Empresarial,kfc.com.ec,,,
kfck36@kfc.com.ec,Corporativo Empresarial,kfc.com.ec,,,
kfck41@kfc.com.ec,Corporativo Empresarial,kfc.com.ec,,,
kfck42@kfc.com.ec,Corporativo Empresarial,kfc.com.ec,,,
kfck47@kfc.com.ec,Corporativo Empresarial,kfc.com.ec,,,
kfck54@kfc.com.ec,Corporativo Empresarial,kfc.com.ec,,,
kfck62@kfc.com.ec,Corporativo Empresarial,kfc.com.ec,,,
kfck66@kfc.com.ec,Corporativo Empresarial,kfc.com.ec,,,
kfck70@kfc.com.ec,Corporativo Empresarial,kfc.com.ec,,,
kfck71@kfc.com.ec,Corporativo Empresarial,kfc.com.ec,,,
kfck91@kfc.com,Corporativo Empresarial,kfc.com,,,
kfckh25@kfc.com.ec,Corporativo Empresarial,kfc.com.ec,,,
kferaud@coopacs.fin.ec,Corporativo Empresarial,coopacs.fin.ec,,,
kfi-qto@kornferry.com,Corporativo Empresarial,kornferry.com,,,
kflores@alessa.com.ec,Corporativo Empresarial,alessa.com.ec,ALESSA S.A.,GUAYAS,GUAYAQUIL
kflores@tfl-ec.com,Corporativo Empresarial,tfl-ec.com,,,
kfranco@cartimex.com,Corporativo Empresarial,cartimex.com,CARTIMEX S.A.,GUAYAS,GUAYAQUIL
kfranco@coronelyperez.com,Corporativo Empresarial,coronelyperez.com,EDIFICIO GONZALEZ RUBIO SA,,
kfreire@gaeco.com.ec,Corporativo Empresarial,gaeco.com.ec,GAECO S.A.,GUAYAS,GUAYAQUIL
kgacitua@grifine.ec,Corporativo Empresarial,grifine.ec,GRIFINE S.A.,GUAYAS,GUAYAQUIL
kgaibor@tfase.com,Corporativo Empresarial,tfase.com,TFASE S.A.,GUAYAS,GUAYAQUIL
kgalarza@ups.com,Corporativo Empresarial,ups.com,,,
kgaq@globso.com,Corporativo Empresarial,globso.com,GLOBSO ECUADOR GLOBECU S.A.S.,GUAYAS,SAMBORONDÓN
kgarcia@ecuaestibas.com,Corporativo Empresarial,ecuaestibas.com,ECUAESTIBAS S.A.,GUAYAS,GUAYAQUIL
kgarcia@ekos.com.ec,Corporativo Empresarial,ekos.com.ec,,,
kgarcia@verdu.com.ec,Corporativo Empresarial,verdu.com.ec,"COMPAÑIA VERDU SOCIEDAD ANÓNIMA,",GUAYAS,GUAYAQUIL
kgigl@ecutel.net,Corporativo Empresarial,ecutel.net,,,
kgil@controlunion.com,Corporativo Empresarial,controlunion.com,,,
kgomez@plapasa.com,Corporativo Empresarial,plapasa.com,PLASTICOS PANAMERICANOS PLAPASA SA,GUAYAS,GUAYAQUIL
kgongora@farmagro.com,Corporativo Empresarial,farmagro.com,FARMAGRO S.A.,GUAYAS,GUAYAQUIL
kgonzaga@acuariosdelgolfo.com,Corporativo Empresarial,acuariosdelgolfo.com,,,
kgonzales@agrecons.com,Corporativo Empresarial,agrecons.com,AGRECONS S.A.,GUAYAS,ELOY ALFARO (DURAN)
kgonzalez@agrecons.com,Corporativo Empresarial,agrecons.com,AGRECONS S.A.,GUAYAS,ELOY ALFARO (DURAN)
kgonzalez@propac.com.ec,Corporativo Empresarial,propac.com.ec,,,
kgrunauer@amgru.com,Corporativo Empresarial,amgru.com,,,
kguerra@expoguayaquil.com,Corporativo Empresarial,expoguayaquil.com,EXPOGUAYAQUIL S. A.,GUAYAS,GUAYAQUIL
kguerra@favoritafc.com,Corporativo Empresarial,favoritafc.com,,,
khermosa@naturvital.ec,Corporativo Empresarial,naturvital.ec,,,
khidalgo@aifasa.com,Corporativo Empresarial,aifasa.com,,,
khidalgo@alfasa.com,Corporativo Empresarial,alfasa.com,,,
khidalgo@ifasa.com,Corporativo Empresarial,ifasa.com,,,
khungria@freemarket.com.ec,Corporativo Empresarial,freemarket.com.ec,,,
kidrovo@consenso.com.ec,Corporativo Empresarial,consenso.com.ec,,,
kilikos@uio.satnet.net,Corporativo Empresarial,uio.satnet.net,,,
kimberlin.figueroa@ferremundo.com.ec,Corporativo Empresarial,ferremundo.com.ec,FERREMUNDO S.A.S.,GUAYAS,GUAYAQUIL
kimberly2005@hotmail.it,Corporativo Empresarial,hotmail.it,,,
kimsa@kimsacorp.com.ec,Corporativo Empresarial,kimsacorp.com.ec,KIMSACORP S.A.,GUAYAS,GUAYAQUIL
kimsa@porta.net,Corporativo Empresarial,porta.net,OREROD ECU PORTA S.A.S.,AZUAY,CUENCA
kinesica@detectaec.com,Corporativo Empresarial,detectaec.com,,,
kitty1@iclaro.com.ec,Corporativo Empresarial,iclaro.com.ec,,,
kitty@porta.net,Corporativo Empresarial,porta.net,OREROD ECU PORTA S.A.S.,AZUAY,CUENCA
kiturralder@cofimar.com.ec,Corporativo Empresarial,cofimar.com.ec,COFIMAR S.A.,GUAYAS,GUAYAQUIL
kizquierdo@indura.net,Corporativo Empresarial,indura.net,INDURA ECUADOR S.A.,GUAYAS,GUAYAQUIL
kizurieta@liderman.com.ec,Corporativo Empresarial,liderman.com.ec,"ASESORIA, SEGURIDAD Y VIGILANCIA ''ASEVIG - LIDERMAN'' CIA. LTDA.",GUAYAS,GUAYAQUIL
kjacome@terra-fertil.com,Corporativo Empresarial,terra-fertil.com,,,
kjaramillo@tropack.com.ec,Corporativo Empresarial,tropack.com.ec,TROPICAL PACKING ECUADOR S.A. TROPACK,GUAYAS,SAN JACINTO DE YAGUACHI
kjarmillo@hotelpuertopacifico.com,Corporativo Empresarial,hotelpuertopacifico.com,,,
kjimenez@fadesa.com.ec,Corporativo Empresarial,fadesa.com.ec,FADESA-MANTA S.A.,MANABI,JARAMIJÓ
kjimenez@redcomputsa.com,Corporativo Empresarial,redcomputsa.com,,,
kjimenez@uniparkhotel.com,Corporativo Empresarial,uniparkhotel.com,,,
kkuonqui@amertov.com,Corporativo Empresarial,amertov.com,,,
kladines@structuralsteel.biz,Corporativo Empresarial,structuralsteel.biz,STRUCTURAL STEEL COMPANY S.A. S.S.C.,,
klapo@banasolrey.com,Corporativo Empresarial,banasolrey.com,,,
klapp@hilton.com,Corporativo Empresarial,hilton.com,,,
klazo@adilisa.com,Corporativo Empresarial,adilisa.com,ADITIVOS Y ALIMENTOS S.A. ADILISA,GUAYAS,GUAYAQUIL
kleber.panchi@iess.gob.ec,Corporativo Empresarial,iess.gob.ec,ASESORÍA: SOCIETARIA - CONTABLE- TRIBUTARIA- LABORAL -IESS &AUDITORÍAS AUDI&CONTA S.A.S.,AZUAY,CUENCA
kleber.pindo@tierrafertil.org,Corporativo Empresarial,tierrafertil.org,ASOCIACIÓN DE PEQUEÑOS PRODUCTORES AGROPECUARIOS TIERRA FERTIL,,
kleber.siguenza@svempresas.com,Corporativo Empresarial,svempresas.com,,,
klebermerello@cempaz.com,Corporativo Empresarial,cempaz.com,CEMPAZ S.A.,GUAYAS,GUAYAQUIL
klebermerello@equimetals.net,Corporativo Empresarial,equimetals.net,EQUIMETALS S.A.,,
klebervallejo@ecuaprimas.com,Corporativo Empresarial,ecuaprimas.com,ECUAPRIMAS C. LTDA. AGENCIA ASESORA PRODUCTORA DE SEGUROS,GUAYAS,GUAYAQUIL
kleimgru@gye.satnet.net,Corporativo Empresarial,gye.satnet.net,,,
kleon@bateriasdacar.com,Corporativo Empresarial,bateriasdacar.com,,,
kleon@garzozi.com,Corporativo Empresarial,garzozi.com,MERCANTIL GARZOZI & GARBU S.A.,GUAYAS,GUAYAQUIL
klever@porta.net,Corporativo Empresarial,porta.net,OREROD ECU PORTA S.A.S.,AZUAY,CUENCA
kllerena@distrilogico.com,Corporativo Empresarial,distrilogico.com,OPERADORA DE TRANSPORTE DISTRILOGICO S.A.,GUAYAS,ELOY ALFARO (DURAN)
kloza@lmabogados.com,Corporativo Empresarial,lmabogados.com,,,
kloza@lmzabogados.com,Corporativo Empresarial,lmzabogados.com,,,
kludena@mhorizon.com.ec,Corporativo Empresarial,mhorizon.com.ec,MHORIZON-CONSULTING S.A.,GUAYAS,GUAYAQUIL
kluna@ciudadcolon.com,Corporativo Empresarial,ciudadcolon.com,,,
kmacero@proklinic.com,Corporativo Empresarial,proklinic.com,PROKLINIC S.A.S.,GUAYAS,GUAYAQUIL
kmachuca@parejayasociados.com,Corporativo Empresarial,parejayasociados.com,,,
kmaier@bonita.com,Corporativo Empresarial,bonita.com,BONITA FARMS FRUITCOMPANY S.A.S.,SANTA ELENA,CHANDUY
kmalan@premiumtech.com.ec,Corporativo Empresarial,premiumtech.com.ec,PREMIUMTECH S.A.,GUAYAS,GUAYAQUIL
kmaldonado@amrop.com.ec,Corporativo Empresarial,amrop.com.ec,AMROP HEVER S.A.,,
kmaldonado@andinochemical.com,Corporativo Empresarial,andinochemical.com,,,
kmaldonado@spartanecuador.com,Corporativo Empresarial,spartanecuador.com,,,
kmanosalvas@ecuavisa.com,Corporativo Empresarial,ecuavisa.com,,,
kmanvik@hotelpalaceguayaquil.com.ec,Corporativo Empresarial,hotelpalaceguayaquil.com.ec,,,
kmarmolejo@nikamar.com,Corporativo Empresarial,nikamar.com,NIKAMAR S.A.,GUAYAS,GUAYAQUIL
kmartinez@crustmar.ec,Corporativo Empresarial,crustmar.ec,CRUSTMAR S.A.S.,EL ORO,MACHALA
kmartinez@gaeco.com.ec,Corporativo Empresarial,gaeco.com.ec,GAECO S.A.,GUAYAS,GUAYAQUIL
kmartinez@pan-americana.com,Corporativo Empresarial,pan-americana.com,,,
kmatamoros@cgsa.com.ec,Corporativo Empresarial,cgsa.com.ec,,,
kmconnect@claropymes.net,Corporativo Empresarial,claropymes.net,,,
kmcopier@interactive.net.ec,Corporativo Empresarial,interactive.net.ec,BAYASORELLANA O CREATIVA INTERACTIVE S.A.S.,PICHINCHA,TUMBACO
kmedina@fschem.com.ec,Corporativo Empresarial,fschem.com.ec,FSCHEM S.A.,PICHINCHA,CUMBAYÁ
kmejia@eljuri.com,Corporativo Empresarial,eljuri.com,HACIENDA EL PLACER F. ELJURI PLACERELJURI S.A.,GUAYAS,GUAYAQUIL
kmendoza@lankainternacional.com,Corporativo Empresarial,lankainternacional.com,,,
kmeza@gye.satnet.net,Corporativo Empresarial,gye.satnet.net,,,
kmiluces@interactive.net,Corporativo Empresarial,interactive.net,BAYASORELLANA O CREATIVA INTERACTIVE S.A.S.,PICHINCHA,TUMBACO
kminda@rtc.com,Corporativo Empresarial,rtc.com,,,
kmiranda@diteca.com,Corporativo Empresarial,diteca.com,DITECA MINING DITECAMINING S.A.,GUAYAS,TARIFA
kmloor@logimanta.com.ec,Corporativo Empresarial,logimanta.com.ec,LOGISTICA AUTOMOTRIZ MANTA LOGIMANTA S. A.,MANABI,MONTECRISTI
kmluces@interactive.net.ec,Corporativo Empresarial,interactive.net.ec,BAYASORELLANA O CREATIVA INTERACTIVE S.A.S.,PICHINCHA,TUMBACO
kmolina@labdin.com.ec,Corporativo Empresarial,labdin.com.ec,,,
kmontoya@metromodal.grcal.com,Corporativo Empresarial,metromodal.grcal.com,METROMODAL S.A.,GUAYAS,GUAYAQUIL
kmoran@intelca.com.ec,Corporativo Empresarial,intelca.com.ec,INMOBILIARIA INTELCA C LTDA,GUAYAS,GUAYAQUIL
kmoreno@femar.com.ec,Corporativo Empresarial,femar.com.ec,FEMAR S.A.,GUAYAS,SAMBORONDÓN
kmoyano@metropolitantouring.com,Corporativo Empresarial,metropolitantouring.com,,,
kmt@hivimar.com,Corporativo Empresarial,hivimar.com,HIVIMAR S.A.,GUAYAS,GUAYAQUIL
kmventas@uio.satnet.net,Corporativo Empresarial,uio.satnet.net,,,
knuio.documentos.electronicos@kuehne-nagel.com,Corporativo Empresarial,kuehne-nagel.com,,,
ko@woaec.com,Corporativo Empresarial,woaec.com,,,
kobe02@kobesushi.com.ec,Corporativo Empresarial,kobesushi.com.ec,,,
kobe11@kobesushi.com.ec,Corporativo Empresarial,kobesushi.com.ec,,,
kobeadmin12@kobesushi.com.ec,Corporativo Empresarial,kobesushi.com.ec,,,
kobrec@kobrec.com,Corporativo Empresarial,kobrec.com,KOBREC CORPORACION ECUATORIANA DEL COBRE S.A.,GUAYAS,GUAYAQUIL
kochoa@vepamil.com,Corporativo Empresarial,vepamil.com,VEPAMIL S.A.,GUAYAS,GUAYAQUIL
kodama@kodama.cl,Corporativo Empresarial,kodama.cl,,,
kodimag@ec.telconet.net,Corporativo Empresarial,ec.telconet.net,,,
kordonez@cincosentidos.org,Corporativo Empresarial,cincosentidos.org,,,
korellana@icgececuador.com,Corporativo Empresarial,icgececuador.com,POLYGLASS S.A.,,
korellana@pacificozone-ec.com,Corporativo Empresarial,pacificozone-ec.com,,,
kores@punto.net.ec,Corporativo Empresarial,punto.net.ec,PUNTO DE INTERCAMBIO DE TRAFICO IXP AMAZONICO S.A.,PASTAZA,PUYO
kortiz@oscus.coop,Corporativo Empresarial,oscus.coop,,,
kortiz@salcedointernacional.com,Corporativo Empresarial,salcedointernacional.com,,,
kortiz@torresec.com,Corporativo Empresarial,torresec.com,,,
kosiukoe@interactive.net.ec,Corporativo Empresarial,interactive.net.ec,BAYASORELLANA O CREATIVA INTERACTIVE S.A.S.,PICHINCHA,TUMBACO
kp_pon@126.com,Corporativo Empresarial,126.com,,,
kpalacios@ecuaestibas.com,Corporativo Empresarial,ecuaestibas.com,ECUAESTIBAS S.A.,GUAYAS,GUAYAQUIL
kpalacios@salcedointernacional.com.ec,Corporativo Empresarial,salcedointernacional.com.ec,RESTAURANT JALISCO FAST FOOD RJFF S.A.,,
kpazmino@carlospazmino.com,Corporativo Empresarial,carlospazmino.com,SMARTMATIC ECUADOR S.A.,,
kpazmino@siglo21.net,Corporativo Empresarial,siglo21.net,,,
kperalta@vepamil.com,Corporativo Empresarial,vepamil.com,VEPAMIL S.A.,GUAYAS,GUAYAQUIL
kperez@freshwind.com.ec,Corporativo Empresarial,freshwind.com.ec,,,
kperez@grupasa.com,Corporativo Empresarial,grupasa.com,GRUPASA GRUPO PAPELERO CIA.LTDA.,GUAYAS,GUAYAQUIL
kpesantes@vistazo.com,Corporativo Empresarial,vistazo.com,,,
kpihuave@disma.com.ec,Corporativo Empresarial,disma.com.ec,INSUMOS DISMA CON COBRE FKC S.A.S.,PICHINCHA,QUITO
kpilligua@mtagencia.com,Corporativo Empresarial,mtagencia.com,,,
kpin@lex.ec,Corporativo Empresarial,lex.ec,PRIMACALL CENTER S.A.,,
kpincay@hospitalalcivar.com,Corporativo Empresarial,hospitalalcivar.com,,,
kpionce@farmayala.com,Corporativo Empresarial,farmayala.com,FARMAYALA PHARMACEUTICAL COMPANY S.A. (FPC),GUAYAS,ELOY ALFARO (DURAN)
kpluas@expomedios.net,Corporativo Empresarial,expomedios.net,EXPOMEDIOS S.A.,GUAYAS,GUAYAQUIL
kpmg_ecuador@kpmg.com,Corporativo Empresarial,kpmg.com,KPMG SERVICIOS DE ASESORIA E IMPUESTOS CIA. LTDA.,GUAYAS,SAMBORONDÓN
kpomaquiza@transoceanica.com.ec,Corporativo Empresarial,transoceanica.com.ec,TRANSOCEANICA TOURS & TRAVEL TCLTOURS S.A.S.,GUAYAS,GUAYAQUIL
kponce@telconet.ec,Corporativo Empresarial,telconet.ec,TELCONET S.A.,GUAYAS,GUAYAQUIL
kposligua@seitravel.com.ec,Corporativo Empresarial,seitravel.com.ec,ROLANDGRUP S.A.,,
kpoveda@millenium.ec,Corporativo Empresarial,millenium.ec,"MILLENIUM GALAPAGOS ''CASABLANCA"" S.A.S.",GALAPAGOS,PUERTO VILLAMÍL
kpreciado@efficacitas.com,Corporativo Empresarial,efficacitas.com,EFICIENCIA ENERGETICA Y AMBIENTAL EFFICACITAS CONSULTORA CIA. LTDA.,GUAYAS,GUAYAQUIL
kquezada@bbpharm.co.uk,Corporativo Empresarial,bbpharm.co.uk,,,
kquinde@parquedelapaz.com,Corporativo Empresarial,parquedelapaz.com,,,
kquintero@rqinstalaciones.com,Corporativo Empresarial,rqinstalaciones.com,,,
kquizhpe@elecaustro.com.ec,Corporativo Empresarial,elecaustro.com.ec,ELECTRO GENERADORA DEL AUSTRO ELECAUSTRO S.A.,AZUAY,CUENCA
kramirez@coris.ec,Corporativo Empresarial,coris.ec,CORIS DEL ECUADOR S.A.,PICHINCHA,QUITO
kramos@conami-sa.com,Corporativo Empresarial,conami-sa.com,,,
krendon@hospitalalcivar.com,Corporativo Empresarial,hospitalalcivar.com,GLOBALMILLENIUM S.A.,,
kreyes@grupobimbo.com,Corporativo Empresarial,grupobimbo.com,,,
kristden@interactive.net.ec,Corporativo Empresarial,interactive.net.ec,BAYASORELLANA O CREATIVA INTERACTIVE S.A.S.,PICHINCHA,TUMBACO
kristhel.espinoza@gye.hamburgsud.com,Corporativo Empresarial,gye.hamburgsud.com,,,
krodriguez@dlinkla.com,Corporativo Empresarial,dlinkla.com,D-LINK DEL ECUADOR S.A.,,
krodriguez@iedyt.com,Corporativo Empresarial,iedyt.com,,,
krodriguez@imprentamonsalve.com,Corporativo Empresarial,imprentamonsalve.com,,,
krodriguez@reproecsa.com,Corporativo Empresarial,reproecsa.com,REPRODUCTORAS DEL ECUADOR S.A. REPROECSA,MANABI,MONTECRISTI
kroles@equidor.com.ec,Corporativo Empresarial,equidor.com.ec,EQUIDOR S.A.,GUAYAS,GUAYAQUIL
kromero@eicopa.com,Corporativo Empresarial,eicopa.com,EICOPA S.A.,LOS RIOS,VENTANAS
kromero@golddenbrokers.com,Corporativo Empresarial,golddenbrokers.com,,,
kromero@petrocomercial.com,Corporativo Empresarial,petrocomercial.com,,,
kronfle@easynet.net.ec,Corporativo Empresarial,easynet.net.ec,EASYNET S.A.,GUAYAS,GUAYAQUIL
kronquillo@crisalimentos.com,Corporativo Empresarial,crisalimentos.com,CRISALIMENTOS S.A.S.,GUAYAS,GUAYAQUIL
krosado@vpcom.com,Corporativo Empresarial,vpcom.com,,,
krosero@omarsa.com.ec,Corporativo Empresarial,omarsa.com.ec,OPERADORA Y PROCESADORA DE PRODUCTOS MARINOS OMARSA SA,GUAYAS,ELOY ALFARO (DURAN)
kruiz@marosseguros.net,Corporativo Empresarial,marosseguros.net,,,
ks86@hyosung.com,Corporativo Empresarial,hyosung.com,,,
ksabando@comisegsa.com,Corporativo Empresarial,comisegsa.com,COMISEGSA SOCIEDAD ANONIMA AGENCIA ASESORA PRODUCTORA DE SEGUROS,PICHINCHA,QUITO
ksanchez@oleana.ec,Corporativo Empresarial,oleana.ec,,,
ksanchez@servigrup.com.ec,Corporativo Empresarial,servigrup.com.ec,SERVIGRUP C. LTDA.,GUAYAS,SAMBORONDÓN
ksanchez@wendys-ecuador.com,Corporativo Empresarial,wendys-ecuador.com,,,
ksantistevan@comerica.com.ec,Corporativo Empresarial,comerica.com.ec,COMERCIO Y REPRESENTACIONES INTERNACIONALES C.A. -COMERICA-,GUAYAS,GUAYAQUIL
ksherrera@udlanet.ec,Corporativo Empresarial,udlanet.ec,,,
kshigla@hospikennedy.med.ec,Corporativo Empresarial,hospikennedy.med.ec,,,
ksierra@grupoocsa.com,Corporativo Empresarial,grupoocsa.com,,,
ksoria@plazavendome.com,Corporativo Empresarial,plazavendome.com,,,
ksoriano@diteca.com,Corporativo Empresarial,diteca.com,DITECA MINING DITECAMINING S.A.,GUAYAS,TARIFA
ksotgomayor@senefelder.com,Corporativo Empresarial,senefelder.com,ARTES GRAFICAS SENEFELDER CA,GUAYAS,ELOY ALFARO (DURAN)
ksotomayor@latinconsulting.com.ec,Corporativo Empresarial,latinconsulting.com.ec,LATINCONSULTING S.A.,GUAYAS,GUAYAQUIL
ksotomayor@senefelder.com,Corporativo Empresarial,senefelder.com,ARTES GRAFICAS SENEFELDER CA,GUAYAS,ELOY ALFARO (DURAN)
kstepan@agecolsa.com,Corporativo Empresarial,agecolsa.com,AGECOLSA S.A.,GUAYAS,GUAYAQUIL
ksucre@pika.com.ec,Corporativo Empresarial,pika.com.ec,,,
ktasipanta@fmquick.com.ec,Corporativo Empresarial,fmquick.com.ec,,,
ktaylor@promesa.com.ec,Corporativo Empresarial,promesa.com.ec,CAPITAL PROMESA CAPIPROMSA S.A.,PICHINCHA,QUITO
ktinoco@latroncal.com,Corporativo Empresarial,latroncal.com,COMPAÑIA DE CEMENTOS CANDURUMI S.A.,,
ktomala@cartimex.com,Corporativo Empresarial,cartimex.com,CARTIMEX S.A.,GUAYAS,GUAYAQUIL
ktorres@bmachala.com,Corporativo Empresarial,bmachala.com,,,
ktravel@easynet.ec,Corporativo Empresarial,easynet.ec,EASYNET S.A.,GUAYAS,GUAYAQUIL
ktrivino@dgarzon.com,Corporativo Empresarial,dgarzon.com,,,
kutreras@gerutseguros.com,Corporativo Empresarial,gerutseguros.com,,,
kvacas@neoauto.com.ec,Corporativo Empresarial,neoauto.com.ec,NEOAUTO S. A.,PICHINCHA,QUITO
kvalero@maint.com.ec,Corporativo Empresarial,maint.com.ec,MAINT SERV S.A.S.,PICHINCHA,QUITO
